Name ,Sex,Age,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
LIM - Waterberg District Municipality (DC36),Male,5-9,36457,36111,35547,34932,34501,34494,34990,35969,37279,38639,39790,40785,41720,42640,43802
LIM - Waterberg District Municipality (DC36),Male,10-14,35291,35682,36079,36329,36258,35868,35307,34661,34179,34069,34356,35022,36006,37155,37784
LIM - Waterberg District Municipality (DC36),Male,15-19,29661,31107,32433,33848,34133,34505,34868,35206,35383,35323,35077,34562,34004,33653,33317
LIM - Waterberg District Municipality (DC36),Male,20-24,22685,24135,25335,26104,27664,29518,31124,32489,33784,33959,34711,35363,35769,35802,36221
LIM - Waterberg District Municipality (DC36),Male,25-29,19836,20741,21743,22856,23998,25090,26255,27396,28335,30246,31942,33506,35072,36764,38731
LIM - Waterberg District Municipality (DC36),Male,30-34,17749,18405,19163,20010,20960,21827,22803,23892,25085,26352,27442,28574,29678,30599,31840
LIM - Waterberg District Municipality (DC36),Male,35-39,15844,16224,16593,17001,17552,18189,18972,19863,20818,21835,22812,23840,24928,26059,27256
LIM - Waterberg District Municipality (DC36),Male,40-44,13785,14075,14382,14713,15099,15468,15901,16411,17007,17705,18372,19134,20007,20961,21856
LIM - Waterberg District Municipality (DC36),Male,45-49,11640,11932,12205,12471,12777,13087,13434,13819,14231,14672,15095,15546,16042,16600,17120
LIM - Waterberg District Municipality (DC36),Male,50-54,9364,9627,9888,10151,10441,10744,11071,11420,11783,12151,12470,12793,13138,13508,13882
LIM - Waterberg District Municipality (DC36),Male,55-59,7402,7580,7790,8012,8246,8488,8752,9037,9340,9659,9958,10268,10588,10913,11258
LIM - Waterberg District Municipality (DC36),Male,60-64,6216,6249,6257,6291,6381,6495,6653,6848,7066,7300,7517,7747,7992,8252,8512
LIM - Waterberg District Municipality (DC36),Male,65-69,4270,4487,4712,4896,5024,5072,5084,5104,5164,5268,5365,5488,5636,5803,5940
LIM - Waterberg District Municipality (DC36),Male,70-74,2953,2921,2924,2992,3120,3261,3421,3560,3653,3709,3730,3743,3768,3817,3851
LIM - Waterberg District Municipality (DC36),Male,75-79,1729,1886,1992,2035,2012,1945,1896,1895,1954,2076,2174,2268,2343,2390,2489
LIM - Waterberg District Municipality (DC36),Male,80+,1254,1304,1357,1413,1472,1575,1680,1787,1897,2010,2052,2096,2145,2200,2266
LIM - Waterberg District Municipality (DC36),Female,0-4,33288,34008,35194,36765,38555,40118,41244,41978,42458,42850,43485,44396,45325,46368,47193
LIM - Waterberg District Municipality (DC36),Female,5-9,33656,33444,33195,32970,32893,33156,33883,35052,36508,37974,39196,40224,41122,41982,43173
LIM - Waterberg District Municipality (DC36),Female,10-14,33102,33372,33597,33737,33688,33352,32965,32603,32419,32595,33080,33964,35133,36432,37295
LIM - Waterberg District Municipality (DC36),Female,15-19,29137,29839,30627,31576,32009,32123,32221,32355,32510,32597,32272,31793,31450,31439,31230
LIM - Waterberg District Municipality (DC36),Female,20-24,24228,24992,25561,25862,26504,27587,28532,29259,29840,29901,30539,31047,31242,31124,31389
LIM - Waterberg District Municipality (DC36),Female,25-29,22222,22548,22889,23326,23825,24329,24906,25532,26107,27058,27898,28697,29548,30481,31440
LIM - Waterberg District Municipality (DC36),Female,30-34,19079,19661,20259,20798,21295,21744,22205,22694,23240,23861,24478,25144,25817,26396,27077
LIM - Waterberg District Municipality (DC36),Female,35-39,16637,16879,17056,17265,17619,18048,18618,19276,19926,20517,20999,21481,22035,22650,23238
LIM - Waterberg District Municipality (DC36),Female,40-44,13673,14012,14400,14767,15100,15411,15694,15969,16287,16696,17137,17667,18279,18886,19454
LIM - Waterberg District Municipality (DC36),Female,45-49,12201,12266,12271,12311,12467,12699,13043,13467,13897,14280,14617,14904,15183,15489,15829
LIM - Waterberg District Municipality (DC36),Female,50-54,9808,10164,10507,10795,11028,11224,11350,11444,11574,11781,12047,12392,12804,13216,13572
LIM - Waterberg District Municipality (DC36),Female,55-59,7798,7972,8200,8452,8723,9055,9433,9819,10161,10435,10659,10805,10911,11044,11229
LIM - Waterberg District Municipality (DC36),Female,60-64,7460,7374,7249,7172,7190,7269,7429,7662,7943,8251,8560,8911,9281,9623,9999
LIM - Waterberg District Municipality (DC36),Female,65-69,5810,6095,6383,6598,6718,6750,6690,6610,6581,6628,6728,6885,7084,7316,7473
LIM - Waterberg District Municipality (DC36),Female,70-74,4386,4404,4454,4576,4768,5066,5405,5690,5867,5940,5924,5857,5806,5814,5804
LIM - Waterberg District Municipality (DC36),Female,75-79,2855,3146,3358,3469,3470,3391,3364,3444,3657,4003,4354,4674,4913,5041,5377
LIM - Waterberg District Municipality (DC36),Female,80+,2812,2885,2962,3042,3125,3312,3506,3709,3922,4145,4353,4568,4791,5026,5282
LIM - Greater Sekhukhune District Municipality (DC47),Male,0-4,63890,61817,59948,58308,56843,56356,57035,58741,61224,64014,67120,69507,70741,71160,73342
LIM - Greater Sekhukhune District Municipality (DC47),Male,5-9,71732,70511,69150,67638,65909,64011,61892,59681,57747,56580,56307,57147,59236,62070,62992
LIM - Greater Sekhukhune District Municipality (DC47),Male,10-14,72660,73022,73298,73328,72999,72226,71217,69819,68006,65795,63414,61100,58913,57353,55433
LIM - Greater Sekhukhune District Municipality (DC47),Male,15-19,59529,62704,65994,69769,71274,71498,71528,71655,71823,71809,70421,69020,67774,66611,65617
LIM - Greater Sekhukhune District Municipality (DC47),Male,20-24,36560,40199,43555,46255,50490,54959,58758,61884,64673,65209,66182,66895,67269,67212,67733
LIM - Greater Sekhukhune District Municipality (DC47),Male,25-29,22299,24214,26466,29049,31900,35226,38625,41846,44532,48521,52524,56056,59231,62306,66641
LIM - Greater Sekhukhune District Municipality (DC47),Male,30-34,17503,17911,18520,19453,20788,22500,24549,26917,29544,32363,35347,38556,41803,44696,48556
LIM - Greater Sekhukhune District Municipality (DC47),Male,35-39,15297,15496,15738,16034,16457,16993,17620,18414,19474,20867,22526,24538,26904,29570,32148
LIM - Greater Sekhukhune District Municipality (DC47),Male,40-44,13221,13285,13418,13584,13805,14128,14507,14928,15373,15870,16410,17053,17886,19014,19841
LIM - Greater Sekhukhune District Municipality (DC47),Male,45-49,12487,12307,12123,11995,11985,12063,12222,12451,12710,12979,13251,13603,14042,14553,14953
LIM - Greater Sekhukhune District Municipality (DC47),Male,50-54,11060,11115,11146,11155,11165,11149,11084,11006,10963,10983,11036,11172,11382,11638,11779
LIM - Greater Sekhukhune District Municipality (DC47),Male,55-59,8746,8886,9096,9304,9480,9632,9752,9839,9886,9898,9835,9764,9717,9730,9699
LIM - Greater Sekhukhune District Municipality (DC47),Male,60-64,7998,7763,7506,7334,7304,7358,7491,7669,7838,7970,8032,8092,8148,8196,8270
LIM - Greater Sekhukhune District Municipality (DC47),Male,65-69,5862,6039,6228,6343,6358,6251,6047,5839,5707,5672,5685,5758,5855,5946,5996
LIM - Greater Sekhukhune District Municipality (DC47),Male,70-74,4426,4259,4143,4126,4202,4338,4486,4569,4545,4430,4269,4090,3949,3875,3753
LIM - Greater Sekhukhune District Municipality (DC47),Male,75-79,2770,3001,3143,3170,3070,2874,2707,2619,2629,2737,2819,2886,2897,2833,2876
LIM - Greater Sekhukhune District Municipality (DC47),Male,80+,2087,2137,2197,2267,2346,2485,2623,2762,2900,3041,3055,3077,3111,3157,3212
LIM - Greater Sekhukhune District Municipality (DC47),Female,0-4,63720,61473,59376,57468,55720,54964,55523,57219,59775,62675,65903,68264,69324,69488,71624
LIM - Greater Sekhukhune District Municipality (DC47),Female,5-9,71762,70573,69303,67840,66094,64094,61773,59273,57005,55539,55112,55884,57933,60753,61555
LIM - Greater Sekhukhune District Municipality (DC47),Female,10-14,72527,73044,73390,73524,73306,72502,71418,70061,68291,66059,63554,61004,58505,56659,54582
LIM - Greater Sekhukhune District Municipality (DC47),Female,15-19,62660,64696,66982,69677,71263,71708,71905,72017,72109,71999,70705,69355,68153,66938,65951
LIM - Greater Sekhukhune District Municipality (DC47),Female,20-24,46709,49133,51377,53279,56004,58994,61518,63543,65280,65861,66909,67689,67979,67838,68362
LIM - Greater Sekhukhune District Municipality (DC47),Female,25-29,34624,36114,37843,39795,41918,44335,46740,49006,50937,53475,55995,58296,60474,62635,65280
LIM - Greater Sekhukhune District Municipality (DC47),Female,30-34,28465,28807,29333,30092,31164,32521,34146,36008,38026,40125,42253,44522,46856,49011,51564
LIM - Greater Sekhukhune District Municipality (DC47),Female,35-39,25812,25787,25662,25587,25745,26056,26495,27097,27887,28893,30109,31622,33453,35479,37231
LIM - Greater Sekhukhune District Municipality (DC47),Female,40-44,21471,21807,22261,22673,22986,23258,23386,23413,23436,23555,23782,24150,24739,25554,26001
LIM - Greater Sekhukhune District Municipality (DC47),Female,45-49,20021,19763,19475,19278,19292,19523,19939,20456,20902,21174,21360,21457,21529,21631,21780
LIM - Greater Sekhukhune District Municipality (DC47),Female,50-54,18718,18774,18763,18703,18640,18552,18374,18160,18014,18005,18141,18479,18957,19411,19704
LIM - Greater Sekhukhune District Municipality (DC47),Female,55-59,16027,16384,16783,17165,17492,17697,17804,17825,17777,17677,17514,17292,17070,16945,16783
LIM - Greater Sekhukhune District Municipality (DC47),Female,60-64,13369,13602,13859,14167,14547,14957,15391,15816,16173,16426,16525,16583,16620,16637,16731
LIM - Greater Sekhukhune District Municipality (DC47),Female,65-69,10777,10979,11246,11529,11822,12129,12413,12691,12991,13325,13622,13957,14297,14599,14944
LIM - Greater Sekhukhune District Municipality (DC47),Female,70-74,9374,9242,9145,9155,9277,9490,9716,9947,10178,10413,10625,10807,11008,11258,11487
LIM - Greater Sekhukhune District Municipality (DC47),Female,75-79,5852,6581,7164,7537,7660,7659,7667,7696,7757,7859,8126,8381,8593,8746,8959
LIM - Greater Sekhukhune District Municipality (DC47),Female,80+,6747,6856,6985,7134,7300,7808,8317,8833,9362,9906,10175,10471,10797,11160,11560
NW - Bojanala District Municipality (DC37),Male,0-4,68079,71252,75162,79670,84551,88168,89605,89216,87600,85530,83716,83200,83573,84803,84263
NW - Bojanala District Municipality (DC37),Male,5-9,63218,63281,63506,64001,64824,66631,69700,73867,78520,82633,85521,86853,86857,86113,87738
NW - Bojanala District Municipality (DC37),Male,10-14,65062,64996,64637,64164,63575,63132,62742,62604,63126,64640,67397,70953,75134,79152,82821
NW - Bojanala District Municipality (DC37),Male,15-19,55277,59046,62577,65594,65555,66353,66571,66212,65435,64524,64941,65024,64929,65089,65022
NW - Bojanala District Municipality (DC37),Male,20-24,55209,55915,56273,56433,59026,62217,65751,69431,73036,73695,74548,74872,74749,74287,74542
NW - Bojanala District Municipality (DC37),Male,25-29,56159,57945,59906,61793,63319,63997,64571,65171,65869,69637,72983,76666,80737,84993,89438
NW - Bojanala District Municipality (DC37),Male,30-34,54075,55112,56287,57655,59347,60975,63015,65247,67414,69389,70701,71654,72350,72899,74050
NW - Bojanala District Municipality (DC37),Male,35-39,51160,51699,52191,52743,53597,54502,55787,57425,59333,61467,63481,65663,67942,70063,72431
NW - Bojanala District Municipality (DC37),Male,40-44,46665,47262,47657,48003,48501,49050,49799,50715,51783,53064,54393,55855,57498,59284,60910
NW - Bojanala District Municipality (DC37),Male,45-49,37518,39175,40661,41899,42964,43770,44496,45215,45982,46831,47695,48561,49467,50439,51381
NW - Bojanala District Municipality (DC37),Male,50-54,26740,28149,29686,31243,32815,34322,35931,37567,39103,40444,41479,42292,43009,43717,44704
NW - Bojanala District Municipality (DC37),Male,55-59,21019,21378,21705,22213,23027,24024,25284,26729,28260,29829,31390,32976,34522,35913,37677
NW - Bojanala District Municipality (DC37),Male,60-64,14475,15354,16259,17043,17649,18024,18301,18626,19162,19979,20932,22043,23270,24557,25806
NW - Bojanala District Municipality (DC37),Male,65-69,9686,9911,10171,10533,11019,11551,12214,12903,13509,14004,14347,14583,14854,15286,15669
NW - Bojanala District Municipality (DC37),Male,70-74,6149,6386,6603,6790,6952,7015,7066,7202,7470,7860,8332,8858,9316,9642,10148
NW - Bojanala District Municipality (DC37),Male,75-79,3251,3375,3531,3722,3948,4184,4382,4501,4521,4437,4240,4111,4117,4290,4247
NW - Bojanala District Municipality (DC37),Male,80+,2340,2460,2584,2712,2845,2860,2883,2913,2947,2986,2852,2719,2591,2469,2383
NW - Bojanala District Municipality (DC37),Female,0-4,65849,69167,73347,78198,83407,87382,88987,88545,86716,84382,82430,81906,82388,83860,83312
NW - Bojanala District Municipality (DC37),Female,5-9,61632,61461,61482,61769,62441,64273,67533,72058,77134,81581,84565,85893,85726,84757,86396
NW - Bojanala District Municipality (DC37),Female,10-14,63425,63464,63112,62594,61892,61224,60642,60372,60821,62455,65285,69113,73572,77782,81711
NW - Bojanala District Municipality (DC37),Female,15-19,55410,57942,60380,62486,62884,63303,63340,63037,62598,62156,62028,61572,61218,61482,61262
NW - Bojanala District Municipality (DC37),Female,20-24,51711,52578,53320,53923,55501,57655,60061,62474,64701,65482,66378,66785,66621,66106,66393
NW - Bojanala District Municipality (DC37),Female,25-29,51994,52384,52856,53497,54256,54777,55523,56529,57732,60217,62359,64682,67192,69690,72363
NW - Bojanala District Municipality (DC37),Female,30-34,48079,48948,49622,50142,50695,51269,52047,53000,54114,55407,56606,57748,58840,59826,61039
NW - Bojanala District Municipality (DC37),Female,35-39,40574,41711,42739,43595,44405,45155,46051,47079,48162,49266,50265,51289,52455,53651,54822
NW - Bojanala District Municipality (DC37),Female,40-44,34752,35140,35515,35986,36649,37471,38541,39737,40928,42093,43156,44193,45284,46344,47510
NW - Bojanala District Municipality (DC37),Female,45-49,29447,30206,30790,31244,31675,32005,32400,32943,33680,34604,35630,36756,37944,39058,40233
NW - Bojanala District Municipality (DC37),Female,50-54,22481,23366,24330,25230,26039,26768,27505,28220,28909,29576,30165,30675,31224,31872,32501
NW - Bojanala District Municipality (DC37),Female,55-59,19601,19624,19575,19664,20008,20506,21268,22202,23168,24088,24966,25768,26493,27139,28012
NW - Bojanala District Municipality (DC37),Female,60-64,15147,15861,16584,17153,17495,17606,17594,17585,17746,18159,18738,19497,20374,21253,22034
NW - Bojanala District Municipality (DC37),Female,65-69,12133,12308,12442,12655,12986,13388,13948,14535,15016,15351,15533,15540,15526,15646,15776
NW - Bojanala District Municipality (DC37),Female,70-74,8416,9016,9560,9963,10220,10273,10272,10350,10582,10959,11493,12070,12538,12816,13318
NW - Bojanala District Municipality (DC37),Female,75-79,5800,5655,5685,5937,6419,7001,7535,7931,8139,8143,7998,7924,8011,8300,8335
NW - Bojanala District Municipality (DC37),Female,80+,6228,6534,6841,7147,7450,7579,7736,7921,8134,8372,8725,9082,9447,9825,10204
NW - Ngaka Modiri Molema District Municipality  (DC38),Male,0-4,48176,45941,43020,39633,36059,33555,32889,33904,36189,38987,41954,44088,45055,45127,47184
NW - Ngaka Modiri Molema District Municipality  (DC38),Male,5-9,49130,49195,49374,49381,48745,47325,44889,41558,38011,35290,33986,33925,35199,37273,37170
NW - Ngaka Modiri Molema District Municipality  (DC38),Male,10-14,48308,48584,48889,49240,49655,49951,50260,50395,49917,48379,46107,43193,39967,37239,35125
NW - Ngaka Modiri Molema District Municipality  (DC38),Male,15-19,40599,42611,44814,47291,48175,48580,48714,48758,48841,48990,49026,49334,49623,49367,49473
NW - Ngaka Modiri Molema District Municipality  (DC38),Male,20-24,32735,33785,34740,35558,37919,40326,42534,44550,46491,46798,47276,47577,47768,47942,48238
NW - Ngaka Modiri Molema District Municipality  (DC38),Male,25-29,26666,27701,29047,30504,31927,33277,34418,35341,36026,38113,40246,42353,44496,46733,49229
NW - Ngaka Modiri Molema District Municipality  (DC38),Male,30-34,25552,25327,25164,25308,25919,26909,28194,29644,31056,32311,33463,34543,35546,36423,37604
NW - Ngaka Modiri Molema District Municipality  (DC38),Male,35-39,22684,23085,23556,23950,24277,24574,24717,24839,25130,25718,26545,27739,29202,30721,31982
NW - Ngaka Modiri Molema District Municipality  (DC38),Male,40-44,20423,20345,20266,20324,20623,21120,21757,22434,22993,23377,23527,23593,23733,24130,24365
NW - Ngaka Modiri Molema District Municipality  (DC38),Male,45-49,16230,16768,17336,17825,18234,18586,18777,18897,19067,19358,19719,20248,20852,21391,21889
NW - Ngaka Modiri Molema District Municipality  (DC38),Male,50-54,12862,12979,13181,13484,13915,14478,15124,15783,16347,16753,16928,17007,17091,17284,17478
NW - Ngaka Modiri Molema District Municipality  (DC38),Male,55-59,11404,11319,11229,11203,11283,11438,11613,11823,12094,12446,12809,13285,13807,14276,14758
NW - Ngaka Modiri Molema District Municipality  (DC38),Male,60-64,8691,8970,9275,9538,9725,9804,9785,9734,9714,9756,9738,9759,9844,10020,10082
NW - Ngaka Modiri Molema District Municipality  (DC38),Male,65-69,6043,6120,6231,6398,6627,6897,7185,7449,7638,7743,7688,7582,7480,7420,7378
NW - Ngaka Modiri Molema District Municipality  (DC38),Male,70-74,3864,3931,4006,4085,4171,4266,4339,4433,4567,4739,4898,5068,5190,5233,5377
NW - Ngaka Modiri Molema District Municipality  (DC38),Male,75-79,2388,2364,2361,2378,2416,2529,2617,2667,2678,2650,2551,2487,2484,2550,2526
NW - Ngaka Modiri Molema District Municipality  (DC38),Male,80+,1497,1573,1659,1753,1856,1867,1876,1884,1890,1897,1790,1689,1595,1507,1440
NW - Ngaka Modiri Molema District Municipality  (DC38),Female,0-4,47718,45566,42713,39384,35879,33417,32819,33914,36302,39225,42199,44271,45111,45038,47045
NW - Ngaka Modiri Molema District Municipality  (DC38),Female,5-9,48769,48780,49020,49132,48605,47229,44842,41576,38108,35484,34242,34270,35626,37784,37762
NW - Ngaka Modiri Molema District Municipality  (DC38),Female,10-14,48418,48662,48864,49131,49498,49732,50002,50203,49828,48417,46198,43343,40167,37509,35443
NW - Ngaka Modiri Molema District Municipality  (DC38),Female,15-19,42849,44116,45597,47312,48242,48631,48734,48691,48726,48885,48853,49114,49425,49225,49326
NW - Ngaka Modiri Molema District Municipality  (DC38),Female,20-24,36157,36972,37878,38776,40430,42054,43505,44796,46011,46414,46850,47096,47164,47265,47520
NW - Ngaka Modiri Molema District Municipality  (DC38),Female,25-29,31532,31844,32339,33032,33925,34986,36017,36960,37736,39111,40522,41923,43345,44800,46364
NW - Ngaka Modiri Molema District Municipality  (DC38),Female,30-34,28366,28385,28405,28513,28825,29394,30052,30787,31573,32397,33289,34281,35336,36325,37358
NW - Ngaka Modiri Molema District Municipality  (DC38),Female,35-39,23973,24322,24702,25034,25356,25678,25929,26173,26459,26821,27206,27769,28561,29495,30143
NW - Ngaka Modiri Molema District Municipality  (DC38),Female,40-44,20617,20537,20522,20619,20877,21359,21903,22421,22824,23113,23325,23520,23775,24108,24374
NW - Ngaka Modiri Molema District Municipality  (DC38),Female,45-49,17930,18044,18117,18181,18288,18433,18542,18679,18883,19155,19475,19900,20394,20848,21264
NW - Ngaka Modiri Molema District Municipality  (DC38),Female,50-54,14146,14435,14814,15180,15506,15881,16180,16399,16555,16672,16749,16828,16966,17190,17319
NW - Ngaka Modiri Molema District Municipality  (DC38),Female,55-59,13012,12811,12570,12436,12492,12727,13081,13492,13870,14174,14430,14660,14866,15054,15303
NW - Ngaka Modiri Molema District Municipality  (DC38),Female,60-64,10033,10489,10983,11385,11623,11693,11587,11414,11317,11367,11496,11760,12111,12474,12720
NW - Ngaka Modiri Molema District Municipality  (DC38),Female,65-69,7645,7747,7865,8067,8374,8773,9248,9699,10023,10189,10182,10046,9899,9851,9817
NW - Ngaka Modiri Molema District Municipality  (DC38),Female,70-74,5317,5569,5823,6039,6211,6328,6387,6487,6683,6973,7362,7802,8163,8372,8759
NW - Ngaka Modiri Molema District Municipality  (DC38),Female,75-79,4231,4012,3901,3922,4082,4440,4746,4943,5010,4946,4778,4684,4739,4978,4974
NW - Ngaka Modiri Molema District Municipality  (DC38),Female,80+,3753,3972,4206,4457,4722,4853,4982,5112,5247,5390,5500,5627,5772,5937,6086
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Male,0-4,29171,28667,28330,28159,28097,28010,27707,27235,26666,26064,25782,25609,25392,25177,24890
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Male,5-9,30826,30421,29846,29137,28344,27774,27382,27147,27012,26864,26678,26412,26131,25836,25607
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Male,10-14,30063,30273,30448,30497,30333,29879,29389,28797,28189,27669,27170,26874,26684,26542,26224
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Male,15-19,23819,24787,26013,27521,28119,27982,27910,28038,28306,28566,27944,27239,26667,26340,25966
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Male,20-24,17383,17658,17768,17769,18605,19811,20972,22001,22934,23102,23586,23944,24092,23984,24200
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Male,25-29,13464,13665,13928,14175,14333,14644,14872,15060,15235,16052,17055,18018,18956,19879,20966
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Male,30-34,12675,12369,12026,11752,11613,11753,12022,12355,12667,12914,13233,13492,13707,13883,14140
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Male,35-39,11384,11404,11404,11320,11157,11032,10864,10704,10616,10634,10775,11030,11365,11699,11929
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Male,40-44,10417,10244,10051,9884,9784,9799,9890,10004,10068,10057,9991,9864,9737,9675,9598
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Male,45-49,9061,9105,9110,9067,8996,8928,8835,8746,8691,8686,8736,8836,8948,9011,9076
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Male,50-54,7448,7489,7547,7596,7635,7692,7758,7819,7854,7854,7805,7726,7651,7609,7561
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Male,55-59,6895,6762,6599,6468,6401,6372,6389,6434,6487,6537,6568,6604,6636,6648,6681
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Male,60-64,5391,5552,5706,5802,5819,5747,5617,5472,5362,5305,5239,5204,5197,5205,5174
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Male,65-69,3974,4001,4025,4075,4158,4249,4362,4460,4506,4493,4399,4251,4090,3952,3850
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Male,70-74,2472,2599,2712,2797,2852,2851,2842,2852,2895,2963,3039,3108,3134,3095,3137
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Male,75-79,1400,1368,1372,1422,1522,1609,1684,1735,1756,1745,1696,1667,1671,1710,1702
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Male,80+,902,950,1001,1054,1110,1074,1039,1006,975,945,907,871,837,805,775
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Female,0-4,28606,28421,28314,28295,28346,28336,28064,27580,26977,26344,25895,25639,25417,25273,24945
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Female,5-9,29176,28865,28555,28193,27735,27432,27301,27318,27416,27481,27395,27143,26768,26334,26123
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Female,10-14,29147,29204,29177,29087,28896,28490,28117,27772,27470,27269,27022,26956,26988,27045,26962
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Female,15-19,24476,25117,25957,26949,27436,27347,27225,27174,27249,27386,26900,26379,25998,25813,25536
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Female,20-24,19565,19752,19850,19900,20398,21185,21977,22699,23338,23554,23910,24089,24034,23811,23908
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Female,25-29,16207,16302,16398,16488,16560,16807,17016,17206,17394,17936,18676,19401,20088,20701,21434
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Female,30-34,14093,14019,13928,13836,13772,13872,14044,14269,14510,14735,15023,15288,15553,15804,16077
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Female,35-39,12549,12491,12371,12209,12063,11997,11967,11975,12012,12078,12213,12406,12666,12935,13128
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Female,40-44,10843,10799,10776,10746,10702,10686,10664,10630,10586,10545,10534,10520,10533,10566,10563
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Female,45-49,9747,9670,9539,9398,9295,9258,9267,9311,9356,9379,9433,9461,9468,9444,9462
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Female,50-54,8217,8274,8350,8389,8376,8365,8323,8261,8206,8174,8189,8234,8311,8386,8422
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Female,55-59,7939,7806,7600,7417,7313,7288,7331,7406,7462,7476,7480,7448,7397,7352,7330
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Female,60-64,6041,6389,6749,7019,7146,7129,7003,6831,6693,6629,6599,6616,6660,6691,6690
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Female,65-69,4705,4763,4817,4926,5109,5342,5653,5962,6189,6305,6298,6180,6026,5904,5849
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Female,70-74,3203,3429,3642,3804,3912,3932,3921,3957,4084,4296,4594,4914,5165,5295,5578
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Female,75-79,2453,2303,2238,2281,2439,2699,2926,3075,3124,3071,2985,2941,2993,3166,3176
NW - Dr Ruth Segomotsi Mompati District Municipality  (DC39),Female,80+,2246,2372,2501,2634,2769,2770,2780,2797,2823,2857,2963,3073,3187,3309,3416
NW - Dr Kenneth Kaunda District Municipality  (DC40),Male,0-4,32325,33091,33759,34386,35047,35600,36041,36440,36866,37328,37420,37392,37077,36619,36572
NW - Dr Kenneth Kaunda District Municipality  (DC40),Male,5-9,29090,29490,30089,30783,31366,31953,32570,33208,33893,34650,35461,36177,36884,37540,38315
NW - Dr Kenneth Kaunda District Municipality  (DC40),Male,10-14,29813,29750,29646,29559,29543,29773,30145,30598,31057,31455,32088,32766,33507,34329,35023
NW - Dr Kenneth Kaunda District Municipality  (DC40),Male,15-19,28003,29132,30192,31233,31106,31066,30932,30720,30522,30433,30703,31168,31696,32197,32544
NW - Dr Kenneth Kaunda District Municipality  (DC40),Male,20-24,26179,26481,26863,27192,28600,29583,30544,31604,32833,32984,32785,32556,32455,32562,32508
NW - Dr Kenneth Kaunda District Municipality  (DC40),Male,25-29,25447,25571,25794,26079,26431,26815,27210,27518,27659,28918,30179,31401,32608,33843,35236
NW - Dr Kenneth Kaunda District Municipality  (DC40),Male,30-34,26280,25895,25497,25201,25102,25179,25395,25710,26069,26430,26859,27296,27698,27980,28378
NW - Dr Kenneth Kaunda District Municipality  (DC40),Male,35-39,25444,25445,25390,25240,25061,24888,24706,24551,24466,24490,24640,24934,25362,25851,26137
NW - Dr Kenneth Kaunda District Municipality  (DC40),Male,40-44,23435,23429,23342,23259,23267,23340,23476,23619,23695,23693,23634,23547,23504,23556,23529
NW - Dr Kenneth Kaunda District Municipality  (DC40),Male,45-49,18787,19401,19960,20396,20727,20983,21132,21230,21323,21437,21611,21819,22030,22189,22366
NW - Dr Kenneth Kaunda District Municipality  (DC40),Male,50-54,14037,14456,14888,15333,15823,16427,17076,17706,18235,18620,18922,19131,19305,19488,19749
NW - Dr Kenneth Kaunda District Municipality  (DC40),Male,55-59,11134,11297,11445,11645,11923,12252,12621,13033,13488,13981,14509,15085,15665,16186,16787
NW - Dr Kenneth Kaunda District Municipality  (DC40),Male,60-64,7552,7960,8389,8765,9058,9271,9431,9589,9792,10055,10348,10670,11028,11432,11792
NW - Dr Kenneth Kaunda District Municipality  (DC40),Male,65-69,5054,5101,5169,5301,5511,5774,6093,6417,6695,6918,7089,7236,7398,7603,7798
